Time [s],Channel 0,,,,,,,,
0,1,,,,,,,,
0.847084417,0,,0.847084417,,847084.417,,,,
0.847692792,1,,0.000608375,,608.375,,608,,608
0.865608875,0,,0.017916083,,17916.083,,17916,,"608,17916"
0.868637208,1,,0.003028333,,3028.333,,3028,,"608,17916,3028"
0.877586125,0,,0.008948917,,8948.917,,8948,,"608,17916,3028,8948"
0.878083208,1,,0.000497083,,497.083,,497,,"608,17916,3028,8948,497"
0.878580958,0,,0.00049775,,497.75,,497,,"608,17916,3028,8948,497,497"
0.879087625,1,,0.000506667,,506.667,,506,,"608,17916,3028,8948,497,497,506"
0.880573958,0,,0.001486333,,1486.333,,1486,,"608,17916,3028,8948,497,497,506,1486"
0.8810795,1,,0.000505542,,505.542,,505,,"608,17916,3028,8948,497,497,506,1486,505"
0.881570083,0,,0.000490583,,490.583,,490,,"608,17916,3028,8948,497,497,506,1486,505,490"
0.882076167,1,,0.000506084,,506.084,,506,,"608,17916,3028,8948,497,497,506,1486,505,490,506"
0.882565083,0,,0.000488916,,488.916,,488,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488"
0.883072417,1,,0.000507334,,507.334,,507,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507"
0.883546458,0,,0.000474041,,474.041,,474,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474"
0.884067833,1,,0.000521375,,521.375,,521,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521"
0.884558958,0,,0.000491125,,491.125,,491,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491"
0.885068,1,,0.000509042,,509.042,,509,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509"
0.885554833,0,,0.000486833,,486.833,,486,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486"
0.886061167,1,,0.000506334,,506.334,,506,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506"
0.88655375,0,,0.000492583,,492.583,,492,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492"
0.887081667,1,,0.000527917,,527.917,,527,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527"
0.887547833,0,,0.000466166,,466.166,,466,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466"
0.888052833,1,,0.000505,,505,,505,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466,505"
0.889565542,0,,0.001512709,,1512.709,,1512,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466,505,1512"
0.89004525,1,,0.000479708,,479.708,,479,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466,505,1512,479"
0.89054375,0,,0.0004985,,498.5,,498,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466,505,1512,479,498"
0.89104125,1,,0.0004975,,497.5,,497,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466,505,1512,479,498,497"
0.891559083,0,,0.000517833,,517.833,,517,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466,505,1512,479,498,497,517"
0.892062875,1,,0.000503792,,503.792,,503,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466,505,1512,479,498,497,517,503"
0.893551667,0,,0.001488792,,1488.792,,1488,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466,505,1512,479,498,497,517,503,1488"
0.894043375,1,,0.000491708,,491.708,,491,,"608,17916,3028,8948,497,497,506,1486,505,490,506,488,507,474,521,491,509,486,506,492,527,466,505,1512,479,498,497,517,503,1488,491"
