Time [s],Channel 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8858745,1,,0.000465875,,465.875,,465,,"574,17954,2970,9010,469,526,468,1523,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.886404958,0,,0.000530458,,530.458,,530,,"574,17954,2970,9010,469,526,468,1523,465,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8868715,1,,0.000466542,,466.542,,466,,"574,17954,2970,9010,469,526,468,1523,465,530,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.887400375,0,,0.000528875,,528.875,,528,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.887867958,1,,0.000467583,,467.583,,467,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.888397083,0,,0.000529125,,529.125,,529,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.888892375,1,,0.000495292,,495.292,,495,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.889392958,0,,0.000500583,,500.583,,500,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.889891208,1,,0.00049825,,498.25,,498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.890389792,0,,0.000498584,,498.584,,498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.890885458,1,,0.000495666,,495.666,,495,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.891385583,0,,0.000500125,,500.125,,500,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8918825,1,,0.000496917,,496.917,,496,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.892381667,0,,0.000499167,,499.167,,499,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.892878208,1,,0.000496541,,496.541,,496,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.894374083,0,,0.001495875,,1495.875,,1495,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.894869833,1,,0.00049575,,495.75,,495,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.895370083,0,,0.00050025,,500.25,,500,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.895868167,1,,0.000498084,,498.084,,498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.896367833,0,,0.000499666,,499.666,,499,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.896864083,1,,0.00049625,,496.25,,496,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.89836275,0,,0.001498667,,1498.667,,1498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.898855792,1,,0.000493042,,493.042,,493,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.89936075,0,,0.000504958,,504.958,,504,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.899853542,1,,0.000492792,,492.792,,492,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.900358458,0,,0.000504916,,504.916,,504,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.900849083,1,,0.000490625,,490.625,,490,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.902370875,0,,0.001521792,,1521.792,,1521,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.902841833,1,,0.000470958,,470.958,,470,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.904362958,0,,0.001521125,,1521.125,,1521,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.904828667,1,,0.000465709,,465.709,,465,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.906355292,0,,0.001526625,,1526.625,,1526,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.906822083,1,,0.000466791,,466.791,,466,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.908348,0,,0.001525917,,1525.917,,1525,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.908842125,1,,0.000494125,,494.125,,494,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.910340417,0,,0.001498292,,1498.292,,1498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.910837625,1,,0.000497208,,497.208,,497,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91133625,0,,0.000498625,,498.625,,498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.911834667,1,,0.000498417,,498.417,,498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.912332208,0,,0.000497541,,497.541,,497,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.912830125,1,,0.000497917,,497.917,,497,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91332875,0,,0.000498625,,498.625,,498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.913827292,1,,0.000498542,,498.542,,498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9143255,0,,0.000498208,,498.208,,498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.914824292,1,,0.000498792,,498.792,,498,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.915321292,0,,0.000497,,497,,496,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.915820458,1,,0.000499166,,499.166,,499,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.916319458,0,,0.000499,,499,,499,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.916816125,1,,0.000496667,,496.667,,496,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91731725,0,,0.000501125,,501.125,,501,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.917811792,1,,0.000494542,,494.542,,494,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.918313792,0,,0.000502,,502,,502,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.918808625,1,,0.000494833,,494.833,,494,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494,502,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.919312125,0,,0.0005035,,503.5,,503,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494,502,494,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.919829,1,,0.000516875,,516.875,,516,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494,502,494,503,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.920310083,0,,0.000481083,,481.083,,481,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494,502,494,503,516,481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.920825542,1,,0.000515459,,515.459,,515,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494,502,494,503,516,481,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.921325375,0,,0.000499833,,499.833,,499,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494,502,494,503,516,481,515,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.921821083,1,,0.000495708,,495.708,,495,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494,502,494,503,516,481,515,499,495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.922321583,0,,0.0005005,,500.5,,500,,"574,17954,2970,9010,469,526,468,1523,465,530,466,528,467,529,495,500,498,498,495,500,496,499,496,1495,495,500,498,499,496,1498,493,504,492,504,490,1521,470,1521,465,1526,466,1525,494,1498,497,498,498,497,497,498,498,498,498,496,499,499,496,501,494,502,494,503,516,481,515,499,495,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
