Time [s],Channel 0,,,,,,
0,1,,,,,,
0.723345458,0,,0.723345458,,,,
0.723920833,1,,0.000575375,,575.375,575,575
0.741887,0,,0.017966167,,17966.167,17966,"575,17966"
0.744836042,1,,0.002949042,,2949.042,2949,"575,17966,2949"
0.753840125,0,,0.009004083,,9004.083,9004,"575,17966,2949,9004"
0.754313708,1,,0.000473583,,473.583,473,"575,17966,2949,9004,473"
0.754837083,0,,0.000523375,,523.375,523,"575,17966,2949,9004,473,523"
0.755332625,1,,0.000495542,,495.542,495,"575,17966,2949,9004,473,523,495"
0.75683225,0,,0.001499625,,1499.625,1499,"575,17966,2949,9004,473,523,495,1499"
0.757326667,1,,0.000494417,,494.417,494,"575,17966,2949,9004,473,523,495,1499,494"
0.757830458,0,,0.000503791,,503.791,503,"575,17966,2949,9004,473,523,495,1499,494,503"
0.758323042,1,,0.000492584,,492.584,492,"575,17966,2949,9004,473,523,495,1499,494,503,492"
0.758827917,0,,0.000504875,,504.875,504,"575,17966,2949,9004,473,523,495,1499,494,503,492,504"
0.759317333,1,,0.000489416,,489.416,489,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489"
0.759822167,0,,0.000504834,,504.834,504,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504"
0.760316167,1,,0.000494,,494,493,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493"
0.760840208,0,,0.000524041,,524.041,524,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524"
0.761312167,1,,0.000471959,,471.959,471,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471"
0.761838125,0,,0.000525958,,525.958,525,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525"
0.762302417,1,,0.000464292,,464.292,464,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464"
0.762833375,0,,0.000530958,,530.958,530,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530"
0.7633015,1,,0.000468125,,468.125,468,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468"
0.763829,0,,0.0005275,,527.5,527,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527"
0.764297542,1,,0.000468542,,468.542,468,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468"
0.765822167,0,,0.001524625,,1524.625,1524,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524"
0.766291042,1,,0.000468875,,468.875,468,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468"
0.766818375,0,,0.000527333,,527.333,527,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527"
0.767315208,1,,0.000496833,,496.833,496,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496"
0.767814625,0,,0.000499417,,499.417,499,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499"
0.768311708,1,,0.000497083,,497.083,497,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497"
0.769807333,0,,0.001495625,,1495.625,1495,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495"
0.770304625,1,,0.000497292,,497.292,497,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495,497"
0.770803375,0,,0.00049875,,498.75,498,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495,497,498"
0.771302375,1,,0.000499,,499,499,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495,497,498,499"
0.771787625,0,,0.00048525,,485.25,485,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495,497,498,499,485"
0.772298042,1,,0.000510417,,510.417,510,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495,497,498,499,485,510"
0.773791667,0,,0.001493625,,1493.625,1493,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495,497,498,499,485,510,1493"
0.774291,1,,0.000499333,,499.333,499,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495,497,498,499,485,510,1493,499"
0.775786917,0,,0.001495917,,1495.917,1495,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495,497,498,499,485,510,1493,499,1495"
0.776281542,1,,0.000494625,,494.625,494,"575,17966,2949,9004,473,523,495,1499,494,503,492,504,489,504,493,524,471,525,464,530,468,527,468,1524,468,527,496,499,497,1495,497,498,499,485,510,1493,499,1495,494"
